locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0
R7A2020_08915,0.003,0.004,0.001,0.004,0.003,0.001,0.003,0,0.003,0
R7A2020_08920,0.048,0.05,0.022,0.013,0.024,0.055,0.045,0.005,0.016,0.028
R7A2020_08925,0.044,0.076,0.036,0.046,0.024,0.046,0.074,0.038,0.04,0.022
R7A2020_08930,0,0,0,0,0,0.003,0.003,0,0,0
R7A2020_08935,0.045,0.045,0.027,0.036,0.005,0.05,0.095,0.032,0.063,0.027
R7A2020_08940,0.055,0.088,0.044,0.019,0.052,0.039,0.096,0.047,0.044,0.041
R7A2020_08945,0.08,0.116,0.057,0.057,0.06,0.074,0.125,0.07,0.066,0.047
R7A2020_08950,0.082,0.118,0.057,0.069,0.053,0.071,0.141,0.069,0.063,0.057
R7A2020_08955,0.079,0.132,0.074,0.061,0.067,0.072,0.141,0.069,0.076,0.065
R7A2020_08960,0.069,0.123,0.066,0.069,0.049,0.073,0.135,0.084,0.063,0.065
R7A2020_08965,0.08,0.092,0.046,0.036,0.051,0.046,0.107,0.041,0.061,0.046
R7A2020_08970,0.064,0.124,0.08,0.049,0.051,0.082,0.12,0.053,0.049,0.058
R7A2020_08975,0.054,0.107,0.066,0.033,0.039,0.063,0.09,0.036,0.039,0.027
R7A2020_08980,0.035,0.1,0.05,0.03,0.04,0.027,0.092,0.04,0.035,0.045
R7A2020_08985,0.085,0.126,0.061,0.053,0.06,0.064,0.117,0.045,0.064,0.048
R7A2020_08990,0.062,0.099,0.052,0.043,0.037,0.06,0.094,0.049,0.052,0.037
R7A2020_08995,0.071,0.111,0.055,0.05,0.04,0.064,0.097,0.05,0.055,0.043
R7A2020_09000,0.105,0.132,0.079,0.053,0.053,0.085,0.146,0.081,0.069,0.075
R7A2020_09005,0.087,0.111,0.067,0.033,0.049,0.077,0.129,0.062,0.069,0.044
R7A2020_09010,0.041,0.077,0.031,0.041,0.031,0.077,0.077,0.036,0.031,0.036
R7A2020_09015,0.081,0.118,0.061,0.052,0.061,0.063,0.115,0.057,0.065,0.048
R7A2020_09020,0.064,0.108,0.057,0.053,0.046,0.064,0.106,0.046,0.053,0.04
R7A2020_09025,0.054,0.064,0.039,0.027,0.025,0.042,0.098,0.044,0.052,0.039
R7A2020_09030,0.052,0.09,0.045,0.024,0.045,0.052,0.093,0.052,0.045,0.028
R7A2020_09035,0.089,0.128,0.071,0.045,0.073,0.085,0.123,0.071,0.059,0.063
R7A2020_09040,0.001,0.005,0.002,0.002,0.001,0.002,0.002,0.001,0.002,0.001
R7A2020_09045,0,0,0,0,0,0,0,0,0,0
R7A2020_09050,0,0,0,0,0,0,0,0,0,0
R7A2020_09055,0.095,0.128,0.06,0.069,0.07,0.083,0.142,0.073,0.07,0.061
R7A2020_09060,0.06,0.097,0.047,0.041,0.043,0.045,0.101,0.049,0.035,0.037
R7A2020_09065,0.079,0.106,0.052,0.067,0.056,0.092,0.11,0.056,0.058,0.038
R7A2020_09070,0.083,0.134,0.078,0.061,0.071,0.094,0.16,0.081,0.094,0.069
R7A2020_09075,0.084,0.125,0.055,0.057,0.06,0.074,0.129,0.054,0.073,0.062
R7A2020_09080,0.069,0.125,0.069,0.054,0.063,0.09,0.134,0.063,0.066,0.063
R7A2020_09085,0.092,0.128,0.069,0.052,0.058,0.088,0.132,0.069,0.076,0.057
R7A2020_09090,0.087,0.129,0.066,0.061,0.063,0.071,0.12,0.062,0.058,0.06
R7A2020_09095,0.064,0.096,0.049,0.048,0.044,0.051,0.11,0.053,0.058,0.043
R7A2020_09100,0.073,0.145,0.056,0.056,0.084,0.078,0.095,0.022,0.028,0.05
R7A2020_09105,0.07,0.117,0.053,0.067,0.062,0.05,0.1,0.059,0.05,0.032
R7A2020_09110,0.092,0.153,0.087,0.084,0.076,0.102,0.173,0.079,0.079,0.084
R7A2020_09115,0.065,0.116,0.07,0.05,0.056,0.07,0.116,0.055,0.053,0.056
R7A2020_09120,0.054,0.112,0.051,0.051,0.047,0.047,0.109,0.043,0.043,0.033
R7A2020_09125,0.071,0.111,0.067,0.046,0.048,0.08,0.12,0.057,0.07,0.057
R7A2020_09130,0,0,0,0,0,0.013,0.013,0,0.013,0.013
R7A2020_09135,0.012,0.036,0.013,0.008,0.02,0.018,0.031,0.01,0.017,0.008
R7A2020_09140,0.077,0.121,0.056,0.062,0.066,0.083,0.121,0.063,0.06,0.058
R7A2020_09145,0.031,0.033,0.01,0.01,0.018,0.026,0.038,0.017,0.015,0.015
R7A2020_09150,0.02,0.024,0.01,0.012,0.006,0.02,0.04,0.02,0.012,0.016
R7A2020_09155,0.062,0.062,0.04,0.013,0.036,0.049,0.08,0.049,0.04,0.027
R7A2020_09160,0.049,0.074,0.034,0.037,0.034,0.049,0.074,0.04,0.04,0.031
R7A2020_09165,0.02,0.056,0.02,0.021,0.024,0.03,0.067,0.031,0.031,0.024
R7A2020_09170,0.045,0.078,0.039,0.037,0.037,0.061,0.092,0.043,0.047,0.035
R7A2020_09175,0.014,0.019,0.008,0.006,0.008,0.011,0.029,0.012,0.012,0.008
R7A2020_09180,0.043,0.07,0.033,0.026,0.027,0.041,0.082,0.038,0.035,0.035
R7A2020_09185,0.042,0.112,0.065,0.051,0.051,0.047,0.079,0.056,0.033,0.042
R7A2020_09190,0.02,0.052,0.033,0.007,0.026,0.033,0.078,0.039,0.039,0.02
R7A2020_09195,0.03,0.048,0.024,0.018,0.018,0.036,0.061,0.031,0.03,0.019
R7A2020_09200,0.027,0.078,0.043,0.035,0.039,0.05,0.093,0.05,0.035,0.043
R7A2020_09205,0.035,0.112,0.053,0.053,0.065,0.071,0.1,0.047,0.076,0.065
R7A2020_09210,0.02,0.059,0.03,0.02,0.025,0.044,0.069,0.034,0.034,0.01
R7A2020_09215,0.064,0.113,0.042,0.057,0.056,0.075,0.109,0.047,0.059,0.047
R7A2020_09220,0.045,0.08,0.026,0.038,0.031,0.059,0.099,0.054,0.035,0.047
R7A2020_09225,0.013,0.052,0.013,0.013,0.013,0.026,0.013,0,0.013,0
R7A2020_09230,0.067,0.121,0.061,0.055,0.049,0.078,0.128,0.066,0.056,0.052
R7A2020_09235,0.04,0.105,0.04,0.07,0.035,0.045,0.14,0.07,0.045,0.07
R7A2020_09240,0.105,0.155,0.092,0.08,0.07,0.092,0.147,0.075,0.074,0.067
R7A2020_09245,0.098,0.192,0.113,0.09,0.098,0.131,0.148,0.077,0.081,0.073
R7A2020_09250,0.098,0.149,0.076,0.072,0.076,0.095,0.14,0.069,0.077,0.06
R7A2020_09255,0.095,0.138,0.089,0.063,0.066,0.073,0.131,0.055,0.07,0.055
R7A2020_09260,0.086,0.141,0.074,0.067,0.067,0.087,0.141,0.07,0.076,0.059
R7A2020_09265,0.082,0.111,0.06,0.06,0.046,0.06,0.14,0.056,0.06,0.075
R7A2020_09270,0.084,0.115,0.069,0.039,0.059,0.081,0.115,0.059,0.059,0.049
R7A2020_09275,0.025,0.047,0.02,0.017,0.021,0.024,0.059,0.02,0.026,0.026
R7A2020_09280,0.013,0.026,0.013,0.018,0.004,0.018,0.013,0.004,0.009,0
R7A2020_09285,0.082,0.127,0.064,0.061,0.055,0.07,0.082,0.03,0.045,0.042
R7A2020_09290,0.072,0.142,0.073,0.073,0.064,0.085,0.143,0.085,0.066,0.063
R7A2020_09295,0.067,0.124,0.063,0.057,0.048,0.067,0.143,0.06,0.067,0.063
R7A2020_09300,0.081,0.117,0.066,0.052,0.054,0.08,0.128,0.071,0.072,0.053
R7A2020_09305,0.075,0.103,0.036,0.056,0.044,0.058,0.103,0.042,0.042,0.047
R7A2020_09310,0.043,0.091,0.043,0.059,0.02,0.075,0.102,0.031,0.047,0.059
R7A2020_09315,0.068,0.101,0.055,0.053,0.05,0.064,0.108,0.059,0.056,0.048
R7A2020_09320,0.064,0.102,0.036,0.056,0.048,0.086,0.137,0.074,0.058,0.072
R7A2020_09325,0.054,0.117,0.063,0.032,0.063,0.068,0.122,0.063,0.072,0.054
R7A2020_09330,0.072,0.141,0.075,0.072,0.066,0.093,0.132,0.069,0.067,0.057
R7A2020_09335,0.085,0.122,0.067,0.071,0.063,0.075,0.142,0.063,0.077,0.071
R7A2020_09340,0.066,0.094,0.047,0.056,0.023,0.052,0.085,0.038,0.042,0.033
R7A2020_09345,0.035,0.071,0.024,0.026,0.038,0.053,0.082,0.033,0.029,0.04
R7A2020_09350,0.042,0.094,0.038,0.042,0.036,0.066,0.124,0.062,0.062,0.044
R7A2020_09355,0.047,0.087,0.047,0.037,0.035,0.047,0.085,0.04,0.045,0.033
R7A2020_09360,0,0,0,0,0,0,0,0,0,0
R7A2020_09365,0.066,0.109,0.052,0.052,0.046,0.06,0.118,0.06,0.065,0.049
R7A2020_09370,0.094,0.126,0.062,0.058,0.064,0.073,0.14,0.089,0.068,0.05
R7A2020_09375,0.095,0.146,0.072,0.076,0.071,0.081,0.136,0.064,0.062,0.055
R7A2020_09380,0.064,0.118,0.055,0.05,0.043,0.063,0.124,0.063,0.065,0.05
R7A2020_09385,0.07,0.103,0.055,0.041,0.044,0.06,0.117,0.059,0.054,0.048
R7A2020_09390,0.073,0.142,0.082,0.064,0.053,0.07,0.099,0.053,0.046,0.039
R7A2020_09395,0.029,0.089,0.043,0.037,0.037,0.057,0.08,0.034,0.046,0.034
R7A2020_09400,0.103,0.146,0.094,0.061,0.047,0.07,0.103,0.052,0.042,0.056
R7A2020_09405,0.082,0.135,0.075,0.061,0.056,0.063,0.127,0.049,0.067,0.054
R7A2020_09410,0.056,0.081,0.054,0.03,0.032,0.066,0.08,0.039,0.033,0.041
R7A2020_09415,0.058,0.123,0.064,0.048,0.058,0.075,0.113,0.058,0.06,0.033
R7A2020_09420,0.052,0.073,0.046,0.034,0.029,0.043,0.087,0.042,0.037,0.032
R7A2020_09425,0.062,0.102,0.06,0.045,0.043,0.057,0.103,0.044,0.044,0.043
R7A2020_09430,0.029,0.068,0.033,0.031,0.025,0.036,0.058,0.026,0.03,0.028
R7A2020_09435,0.045,0.074,0.038,0.035,0.024,0.03,0.079,0.037,0.041,0.031
R7A2020_09440,0.061,0.103,0.059,0.051,0.043,0.06,0.095,0.052,0.043,0.035
R7A2020_09445,0.058,0.108,0.052,0.046,0.05,0.066,0.105,0.05,0.055,0.04
R7A2020_09450,0.067,0.071,0.044,0.019,0.032,0.046,0.09,0.033,0.046,0.039
R7A2020_09455,0.045,0.076,0.04,0.018,0.042,0.039,0.062,0.027,0.031,0.016
R7A2020_09460,0.058,0.096,0.047,0.039,0.039,0.06,0.086,0.04,0.042,0.036
R7A2020_09465,0.061,0.113,0.054,0.052,0.054,0.062,0.109,0.056,0.046,0.052
R7A2020_09470,0.065,0.106,0.059,0.049,0.049,0.079,0.134,0.058,0.083,0.048
R7A2020_09475,0.078,0.133,0.075,0.068,0.06,0.067,0.15,0.081,0.074,0.061
R7A2020_09480,0.07,0.109,0.052,0.043,0.056,0.066,0.099,0.051,0.044,0.041
R7A2020_09485,0.103,0.107,0.051,0.055,0.04,0.074,0.129,0.074,0.04,0.048
R7A2020_09490,0.056,0.1,0.051,0.046,0.045,0.059,0.102,0.049,0.051,0.037
R7A2020_09495,0.068,0.12,0.069,0.052,0.042,0.062,0.125,0.063,0.056,0.042
R7A2020_09500,0.036,0.072,0.038,0.029,0.027,0.037,0.064,0.031,0.03,0.024
R7A2020_09505,0.077,0.108,0.054,0.051,0.051,0.057,0.103,0.048,0.049,0.036
R7A2020_09510,0.076,0.117,0.058,0.06,0.051,0.06,0.111,0.05,0.058,0.041
R7A2020_09515,0.058,0.094,0.044,0.042,0.043,0.054,0.108,0.059,0.051,0.037
R7A2020_09520,0.076,0.131,0.067,0.067,0.055,0.083,0.126,0.067,0.057,0.051
R7A2020_09525,0.065,0.111,0.064,0.051,0.05,0.061,0.106,0.051,0.054,0.037
R7A2020_09530,0.083,0.13,0.08,0.065,0.057,0.073,0.136,0.073,0.077,0.051
R7A2020_09535,0.07,0.129,0.07,0.065,0.054,0.065,0.113,0.053,0.064,0.036
R7A2020_09540,0.068,0.119,0.066,0.042,0.058,0.055,0.115,0.057,0.054,0.042
R7A2020_09545,0.07,0.092,0.054,0.043,0.051,0.074,0.113,0.063,0.061,0.044
R7A2020_09550,0.066,0.122,0.063,0.057,0.06,0.057,0.104,0.049,0.051,0.043
R7A2020_09555,0.054,0.093,0.05,0.043,0.044,0.046,0.075,0.042,0.034,0.03
R7A2020_09560,0,0.015,0,0,0.015,0,0,0,0,0
R7A2020_09565,0.003,0,0,0,0,0.003,0.003,0.003,0,0
R7A2020_09570,0.057,0.107,0.047,0.057,0.049,0.069,0.117,0.069,0.055,0.047
R7A2020_09575,0.07,0.091,0.036,0.046,0.05,0.05,0.056,0.015,0.018,0.035
R7A2020_09580,0.068,0.124,0.065,0.061,0.064,0.064,0.134,0.068,0.061,0.066
R7A2020_09585,0.076,0.143,0.067,0.067,0.076,0.09,0.176,0.086,0.095,0.057
R7A2020_09590,0.097,0.142,0.082,0.06,0.052,0.067,0.127,0.06,0.045,0.052
R7A2020_09595,0.084,0.119,0.061,0.058,0.061,0.072,0.125,0.07,0.067,0.034
R7A2020_09600,0.063,0.105,0.058,0.035,0.053,0.093,0.11,0.073,0.065,0.035
R7A2020_09605,0.06,0.126,0.066,0.06,0.064,0.061,0.123,0.059,0.057,0.055
R7A2020_09610,0.009,0.001,0,0,0.001,0.02,0.002,0,0,0.001
R7A2020_09615,0.011,0,0,0,0,0.019,0.001,0,0,0.001
R7A2020_09620,0.063,0.094,0.047,0.048,0.043,0.053,0.096,0.034,0.052,0.039
R7A2020_09625,0.044,0.086,0.039,0.037,0.036,0.05,0.081,0.037,0.044,0.027
R7A2020_09630,0.067,0.102,0.058,0.044,0.032,0.054,0.11,0.051,0.052,0.045
R7A2020_09635,0.1,0.169,0.109,0.091,0.096,0.114,0.184,0.112,0.11,0.086
R7A2020_09640,0,0,0,0,0,0,0,0,0,0
R7A2020_09645,0.098,0.131,0.076,0.081,0.063,0.066,0.111,0.056,0.043,0.058
R7A2020_09650,0.067,0.091,0.038,0.037,0.043,0.057,0.121,0.058,0.064,0.043
R7A2020_09655,0.089,0.14,0.074,0.063,0.066,0.094,0.153,0.075,0.08,0.06
R7A2020_09660,0,0.001,0.001,0,0,0.002,0.001,0,0.001,0
R7A2020_09665,0.054,0.09,0.039,0.05,0.036,0.058,0.092,0.043,0.047,0.031
R7A2020_09670,0.04,0.059,0.028,0.022,0.015,0.037,0.053,0.015,0.022,0.022
R7A2020_09675,0.007,0.014,0.006,0.006,0.004,0.014,0.012,0.002,0.002,0.007
R7A2020_09680,0.091,0.143,0.079,0.061,0.083,0.099,0.132,0.071,0.063,0.047
R7A2020_09685,0.085,0.132,0.067,0.067,0.065,0.079,0.16,0.073,0.084,0.063
R7A2020_09690,0.076,0.137,0.072,0.058,0.079,0.092,0.135,0.068,0.057,0.049
R7A2020_09695,0.045,0.089,0.045,0.024,0.053,0.045,0.077,0.033,0.028,0.041
R7A2020_09700,0.089,0.17,0.105,0.08,0.089,0.08,0.151,0.078,0.076,0.071
R7A2020_09705,0.061,0.117,0.067,0.056,0.051,0.068,0.124,0.066,0.062,0.043
R7A2020_09710,0.062,0.088,0.039,0.035,0.05,0.056,0.083,0.029,0.041,0.036
R7A2020_09715,0.105,0.158,0.091,0.081,0.078,0.089,0.159,0.084,0.084,0.07
R7A2020_09720,0.083,0.135,0.073,0.06,0.069,0.086,0.142,0.076,0.072,0.07
R7A2020_09725,0.018,0.009,0.003,0.003,0.004,0.01,0.014,0.005,0.007,0.006
R7A2020_09730,0.08,0.114,0.058,0.063,0.058,0.079,0.116,0.06,0.064,0.043
R7A2020_09735,0.099,0.139,0.078,0.078,0.072,0.11,0.172,0.091,0.107,0.066
R7A2020_09740,0.04,0.057,0.029,0.011,0.022,0.028,0.055,0.017,0.028,0.018
R7A2020_09745,0.081,0.133,0.076,0.068,0.051,0.075,0.123,0.057,0.072,0.057
R7A2020_09750,0.094,0.119,0.071,0.06,0.046,0.081,0.135,0.071,0.065,0.062
R7A2020_09755,0.078,0.111,0.052,0.059,0.065,0.065,0.098,0.072,0.059,0.033
R7A2020_09760,0.09,0.16,0.092,0.081,0.079,0.106,0.183,0.106,0.102,0.082
R7A2020_09765,0.066,0.116,0.081,0.056,0.059,0.075,0.15,0.075,0.069,0.084
R7A2020_09770,0.074,0.132,0.078,0.054,0.054,0.069,0.126,0.057,0.061,0.055
R7A2020_09775,0.058,0.115,0.038,0.044,0.056,0.063,0.111,0.055,0.039,0.058
R7A2020_09780,0.09,0.15,0.084,0.066,0.076,0.085,0.164,0.09,0.09,0.068
R7A2020_09785,0.061,0.073,0.022,0.045,0.034,0.045,0.123,0.045,0.056,0.05
R7A2020_09790,0.059,0.106,0.056,0.038,0.046,0.074,0.118,0.067,0.038,0.048
R7A2020_09795,0.089,0.14,0.072,0.056,0.072,0.109,0.171,0.087,0.102,0.06
R7A2020_09800,0.065,0.084,0.035,0.033,0.042,0.063,0.109,0.058,0.051,0.047
R7A2020_09805,0.075,0.144,0.077,0.061,0.072,0.085,0.144,0.072,0.078,0.051
R7A2020_09810,0.08,0.137,0.076,0.068,0.074,0.083,0.132,0.062,0.065,0.056
R7A2020_09815,0.035,0.08,0.048,0.041,0.035,0.054,0.089,0.05,0.038,0.039
R7A2020_09820,0.062,0.097,0.045,0.043,0.058,0.08,0.136,0.07,0.056,0.06
R7A2020_09825,0.066,0.111,0.074,0.053,0.037,0.062,0.144,0.066,0.066,0.053
R7A2020_09830,0.059,0.096,0.061,0.041,0.044,0.063,0.114,0.057,0.063,0.057
R7A2020_09835,0.066,0.121,0.041,0.058,0.058,0.096,0.138,0.069,0.074,0.055
R7A2020_09840,0.082,0.114,0.056,0.05,0.049,0.086,0.132,0.069,0.06,0.063
R7A2020_09845,0.054,0.094,0.052,0.044,0.042,0.053,0.097,0.049,0.038,0.053
R7A2020_09850,0.062,0.107,0.06,0.043,0.045,0.064,0.099,0.031,0.054,0.049
R7A2020_09855,0.06,0.114,0.049,0.063,0.046,0.057,0.096,0.045,0.049,0.046
R7A2020_09860,0.07,0.08,0.043,0.028,0.043,0.052,0.098,0.04,0.046,0.034
R7A2020_09865,0.059,0.087,0.041,0.044,0.045,0.045,0.087,0.044,0.047,0.039
R7A2020_09870,0.064,0.099,0.049,0.044,0.04,0.057,0.106,0.043,0.057,0.033
R7A2020_09875,0.071,0.11,0.071,0.039,0.051,0.059,0.078,0.039,0.02,0.047
R7A2020_09880,0.015,0.02,0.005,0.009,0.007,0.011,0.022,0.005,0.013,0.011
R7A2020_09885,0.026,0.038,0.011,0.015,0.023,0.015,0.03,0.011,0.019,0.008
R7A2020_09890,0.067,0.114,0.066,0.048,0.048,0.055,0.09,0.037,0.05,0.034
R7A2020_09895,0.073,0.119,0.059,0.064,0.071,0.064,0.096,0.034,0.046,0.066
R7A2020_09900,0.056,0.088,0.048,0.033,0.031,0.055,0.109,0.049,0.045,0.055
R7A2020_09905,0.086,0.146,0.082,0.058,0.068,0.07,0.126,0.061,0.06,0.06
R7A2020_09910,0.071,0.122,0.06,0.053,0.062,0.065,0.131,0.06,0.063,0.053
R7A2020_09915,0.101,0.145,0.085,0.069,0.069,0.091,0.154,0.087,0.093,0.058
R7A2020_09920,0.102,0.142,0.075,0.081,0.066,0.092,0.142,0.068,0.082,0.053
R7A2020_09925,0.089,0.14,0.073,0.079,0.07,0.073,0.159,0.086,0.07,0.079
R7A2020_09930,0.07,0.119,0.063,0.064,0.062,0.084,0.134,0.079,0.066,0.051
R7A2020_09935,0.066,0.127,0.057,0.048,0.048,0.066,0.136,0.053,0.07,0.039
R7A2020_09940,0.083,0.129,0.078,0.075,0.072,0.072,0.138,0.078,0.083,0.049
R7A2020_09945,0.085,0.082,0.034,0.032,0.048,0.037,0.077,0.032,0.037,0.026
R7A2020_09950,0.064,0.088,0.044,0.04,0.051,0.04,0.088,0.04,0.04,0.04
R7A2020_09955,0.057,0.109,0.069,0.053,0.046,0.081,0.123,0.059,0.053,0.045
R7A2020_09960,0.065,0.103,0.062,0.053,0.039,0.072,0.111,0.055,0.055,0.048
R7A2020_09965,0.083,0.124,0.059,0.057,0.062,0.078,0.124,0.054,0.075,0.06
R7A2020_09970,0.026,0.089,0.026,0.046,0.047,0.03,0.082,0.037,0.04,0.03
R7A2020_09975,0.06,0.086,0.052,0.034,0.028,0.036,0.088,0.046,0.042,0.036
R7A2020_09980,0.063,0.112,0.061,0.045,0.049,0.055,0.107,0.055,0.042,0.046
R7A2020_09985,0.098,0.145,0.074,0.081,0.077,0.086,0.149,0.086,0.072,0.071
R7A2020_09990,0.089,0.136,0.08,0.064,0.06,0.083,0.137,0.067,0.069,0.058
R7A2020_09995,0.087,0.136,0.057,0.076,0.061,0.064,0.131,0.07,0.063,0.047
R7A2020_10000,0.067,0.115,0.063,0.054,0.059,0.071,0.128,0.065,0.061,0.053
R7A2020_10005,0.092,0.125,0.078,0.069,0.056,0.111,0.143,0.08,0.076,0.064
R7A2020_10010,0.085,0.13,0.077,0.061,0.063,0.087,0.135,0.074,0.08,0.05
R7A2020_10015,0.079,0.127,0.055,0.058,0.067,0.055,0.087,0.03,0.04,0.055
R7A2020_10020,0.073,0.149,0.064,0.071,0.062,0.09,0.126,0.083,0.062,0.033
R7A2020_10025,0.073,0.093,0.046,0.038,0.036,0.063,0.118,0.055,0.056,0.046
R7A2020_10030,0.058,0.104,0.068,0.04,0.05,0.044,0.092,0.036,0.052,0.038
R7A2020_10035,0.063,0.091,0.048,0.037,0.039,0.064,0.122,0.067,0.06,0.045
R7A2020_10040,0.056,0.112,0.049,0.051,0.038,0.074,0.114,0.058,0.036,0.031
R7A2020_10045,0.079,0.122,0.061,0.057,0.065,0.091,0.152,0.073,0.08,0.06
R7A2020_10050,0.105,0.138,0.062,0.054,0.101,0.12,0.188,0.098,0.087,0.105
R7A2020_10055,0.084,0.135,0.065,0.053,0.062,0.076,0.132,0.076,0.048,0.045
R7A2020_10060,0.056,0.127,0.059,0.043,0.062,0.083,0.117,0.068,0.052,0.037
R7A2020_10065,0.092,0.141,0.087,0.07,0.07,0.082,0.146,0.07,0.08,0.062
R7A2020_10070,0.092,0.155,0.09,0.067,0.076,0.102,0.158,0.093,0.075,0.058
R7A2020_10075,0.057,0.087,0.047,0.044,0.042,0.042,0.086,0.044,0.034,0.036
R7A2020_10080,0.065,0.096,0.044,0.052,0.035,0.063,0.109,0.052,0.056,0.042
R7A2020_10085,0.075,0.101,0.059,0.044,0.04,0.07,0.114,0.062,0.06,0.048
R7A2020_10090,0.116,0.18,0.112,0.084,0.088,0.114,0.195,0.105,0.113,0.084
R7A2020_10095,0.088,0.139,0.082,0.07,0.091,0.094,0.158,0.067,0.091,0.061
R7A2020_10100,0.085,0.134,0.074,0.063,0.066,0.087,0.14,0.067,0.074,0.06
R7A2020_10105,0.076,0.123,0.063,0.059,0.062,0.079,0.109,0.056,0.05,0.052
R7A2020_10110,0.059,0.102,0.057,0.046,0.046,0.07,0.108,0.049,0.054,0.043
R7A2020_10115,0.076,0.104,0.058,0.047,0.043,0.053,0.107,0.043,0.061,0.034
R7A2020_10120,0.093,0.101,0.048,0.055,0.04,0.084,0.109,0.063,0.063,0.04
R7A2020_10125,0.085,0.134,0.067,0.065,0.054,0.078,0.136,0.071,0.065,0.057
R7A2020_10130,0.082,0.123,0.066,0.059,0.051,0.064,0.131,0.072,0.059,0.056
R7A2020_10135,0.07,0.113,0.066,0.045,0.056,0.066,0.11,0.061,0.05,0.048
R7A2020_10140,0.082,0.128,0.068,0.062,0.06,0.091,0.153,0.069,0.088,0.061
R7A2020_10145,0.062,0.106,0.062,0.042,0.049,0.063,0.117,0.057,0.062,0.048
R7A2020_10150,0.06,0.101,0.051,0.042,0.043,0.059,0.103,0.052,0.051,0.047
R7A2020_10155,0.038,0.098,0.051,0.037,0.048,0.056,0.073,0.026,0.04,0.025
R7A2020_10160,0.051,0.087,0.034,0.045,0.053,0.061,0.099,0.051,0.056,0.044
R7A2020_10165,0.062,0.099,0.047,0.048,0.04,0.054,0.103,0.034,0.061,0.043
R7A2020_10170,0.057,0.086,0.043,0.048,0.035,0.07,0.106,0.066,0.048,0.036
R7A2020_10175,0.073,0.109,0.052,0.049,0.055,0.081,0.134,0.065,0.071,0.062
R7A2020_10180,0,0,0,0,0,0.001,0,0,0,0
R7A2020_10185,0.009,0.023,0.01,0.009,0.007,0.015,0.042,0.011,0.017,0.02
R7A2020_10190,0.075,0.125,0.055,0.063,0.067,0.072,0.116,0.064,0.048,0.054
R7A2020_10195,0.036,0.07,0.036,0.023,0.04,0.054,0.074,0.048,0.032,0.027
R7A2020_10200,0.072,0.118,0.065,0.051,0.053,0.074,0.12,0.06,0.061,0.048
R7A2020_10205,0.086,0.124,0.075,0.059,0.061,0.09,0.132,0.067,0.069,0.062
R7A2020_10210,0.061,0.092,0.045,0.042,0.052,0.061,0.102,0.05,0.04,0.039
R7A2020_10215,0.045,0.094,0.05,0.049,0.039,0.045,0.101,0.039,0.056,0.041
R7A2020_10220,0.059,0.101,0.046,0.043,0.048,0.061,0.085,0.038,0.03,0.038
R7A2020_10225,0.05,0.113,0.056,0.038,0.056,0.059,0.078,0.044,0.038,0.031
R7A2020_10230,0.06,0.1,0.054,0.041,0.048,0.062,0.114,0.054,0.052,0.053
R7A2020_10235,0.079,0.125,0.068,0.062,0.059,0.078,0.127,0.061,0.062,0.061
R7A2020_10240,0.076,0.118,0.06,0.057,0.064,0.08,0.115,0.065,0.061,0.043
R7A2020_10245,0.053,0.11,0.048,0.042,0.046,0.056,0.075,0.03,0.034,0.032
R7A2020_10250,0.084,0.108,0.057,0.05,0.052,0.057,0.094,0.046,0.049,0.039
R7A2020_10255,0.125,0.153,0.107,0.057,0.075,0.085,0.139,0.06,0.089,0.06
R7A2020_10260,0.09,0.131,0.071,0.062,0.058,0.082,0.128,0.056,0.065,0.048
R7A2020_10265,0.09,0.121,0.068,0.059,0.051,0.069,0.112,0.044,0.065,0.041
R7A2020_10270,0.062,0.103,0.056,0.043,0.05,0.072,0.106,0.042,0.058,0.048
R7A2020_10275,0.066,0.093,0.054,0.035,0.042,0.059,0.087,0.044,0.047,0.032
R7A2020_10280,0.071,0.123,0.064,0.056,0.065,0.065,0.138,0.069,0.073,0.052
R7A2020_10285,0.066,0.111,0.076,0.047,0.043,0.09,0.097,0.058,0.051,0.051
R7A2020_10290,0.05,0.1,0.032,0.043,0.064,0.053,0.096,0.039,0.053,0.028
R7A2020_10295,0.075,0.132,0.068,0.062,0.063,0.098,0.146,0.078,0.071,0.063
R7A2020_10300,0.105,0.143,0.08,0.082,0.07,0.089,0.154,0.09,0.084,0.068
R7A2020_10305,0.024,0.06,0.024,0.024,0.036,0.036,0.078,0.048,0.018,0.03
R7A2020_10310,0.059,0.093,0.037,0.05,0.037,0.07,0.085,0.042,0.036,0.05
R7A2020_10315,0.027,0.041,0.016,0.018,0.023,0.018,0.041,0.018,0.016,0.02
R7A2020_10320,0.085,0.141,0.08,0.067,0.064,0.082,0.141,0.07,0.075,0.061
R7A2020_10325,0.08,0.092,0.061,0.027,0.042,0.088,0.13,0.075,0.055,0.044
R7A2020_10330,0.074,0.109,0.053,0.053,0.061,0.068,0.114,0.067,0.042,0.053
R7A2020_10335,0.038,0.097,0.031,0.059,0.041,0.056,0.081,0.043,0.028,0.033
R7A2020_10340,0.088,0.111,0.058,0.056,0.06,0.079,0.139,0.083,0.075,0.064
R7A2020_10345,0.07,0.116,0.058,0.047,0.023,0.047,0.07,0.047,0.035,0.035
