locus_tag	ins_index.NSES	ins_index.WTES
R7A2020_16035	0.149	0.136
R7A2020_16040	0.116	0.099
R7A2020_16045	0.142	0.150
R7A2020_16050	0.145	0.165
R7A2020_16055	0.155	0.154
R7A2020_16060	0.148	0.163
R7A2020_16065	0.111	0.088
R7A2020_16070	0.207	0.174
R7A2020_16075	0.151	0.147
R7A2020_16080	0.160	0.146
R7A2020_16085	0.181	0.183
R7A2020_16090	0.136	0.117
R7A2020_16095	0.147	0.132
R7A2020_16100	0.103	0.094
R7A2020_16105	0.229	0.184
R7A2020_16110	0.145	0.137
R7A2020_16115	0.200	0.178
R7A2020_16120	0.191	0.162
R7A2020_16125	0.000	0.000
R7A2020_16130	0.000	0.000
R7A2020_16135	0.000	0.005
R7A2020_16140	0.006	0.006
R7A2020_16145	0.001	0.006
R7A2020_16150	0.172	0.182
R7A2020_16155	0.106	0.071
R7A2020_16160	0.001	0.001
R7A2020_16165	0.153	0.156
R7A2020_16170	0.140	0.136
R7A2020_16175	0.163	0.166
R7A2020_16180	0.144	0.158
R7A2020_16185	0.162	0.145
R7A2020_16190	0.148	0.143
R7A2020_16195	0.127	0.131
R7A2020_16200	0.176	0.158
R7A2020_16205	0.154	0.158
R7A2020_16210	0.201	0.192
R7A2020_16215	0.185	0.176
R7A2020_16220	0.135	0.160
R7A2020_16225	0.100	0.080
R7A2020_16230	0.153	0.170
R7A2020_16235	0.150	0.143
R7A2020_16240	0.154	0.140
R7A2020_16245	0.157	0.172
R7A2020_16250	0.142	0.165
R7A2020_16255	0.133	0.145
R7A2020_16260	0.142	0.146
R7A2020_16265	0.173	0.173
R7A2020_16270	0.132	0.125
R7A2020_16275	0.058	0.009
R7A2020_16275	0.058	0.009
R7A2020_16275	0.058	0.009
R7A2020_16280	0.139	0.164
R7A2020_16285	0.155	0.159
R7A2020_16290	0.154	0.140
R7A2020_16295	0.127	0.119
R7A2020_16300	0.162	0.155
R7A2020_16305	0.125	0.153
R7A2020_16310	0.142	0.155
R7A2020_16315	0.117	0.130
R7A2020_16320	0.137	0.142
R7A2020_16325	0.158	0.147
R7A2020_16330	0.149	0.120
R7A2020_16335	0.156	0.149
R7A2020_16340	0.128	0.116
R7A2020_16345	0.090	0.084
R7A2020_16345	0.090	0.084
R7A2020_16350	0.101	0.119
R7A2020_16355	0.107	0.132
R7A2020_16360	0.163	0.137
R7A2020_16365	0.094	0.075
R7A2020_16365	0.094	0.075
R7A2020_16370	0.099	0.138
R7A2020_16375	0.141	0.156
R7A2020_16380	0.106	0.120
R7A2020_16385	0.172	0.173
R7A2020_16390	0.155	0.163
R7A2020_16395	0.143	0.140
R7A2020_16400	0.183	0.132
R7A2020_16405	0.149	0.181
R7A2020_16410	0.178	0.181
R7A2020_16415	0.073	0.101
R7A2020_16420	0.193	0.101
R7A2020_16425	0.134	0.136
R7A2020_16430	0.205	0.200
R7A2020_16435	0.164	0.137
R7A2020_16440	0.234	0.205
R7A2020_16445	0.170	0.157
R7A2020_16450	0.090	0.085
R7A2020_16450	0.090	0.085
R7A2020_16455	0.135	0.109
R7A2020_16460	0.083	0.094
R7A2020_16465	0.127	0.133
R7A2020_16470	0.128	0.122
R7A2020_16475	0.165	0.157
R7A2020_16480	0.181	0.176
R7A2020_16485	0.137	0.148
R7A2020_16490	0.183	0.172
R7A2020_16495	0.162	0.081
R7A2020_16500	0.066	0.076
R7A2020_16505	0.134	0.134
R7A2020_16510	0.190	0.168
R7A2020_16515	0.119	0.135
R7A2020_16520	0.162	0.157
R7A2020_16525	0.155	0.161
R7A2020_16530	0.174	0.164
R7A2020_16535	0.191	0.177
R7A2020_16540	0.003	0.003
R7A2020_16545	0.170	0.116
R7A2020_16550	0.159	0.164
R7A2020_16555	0.120	0.130
R7A2020_16560	0.164	0.130
R7A2020_16565	0.185	0.181
R7A2020_16570	0.166	0.147
R7A2020_16575	0.207	0.192
R7A2020_16580	0.188	0.168
R7A2020_16585	0.160	0.150
R7A2020_16590	0.150	0.145
R7A2020_16595	0.132	0.128
R7A2020_16600	0.163	0.090
R7A2020_16605	0.143	0.139
R7A2020_16610	0.142	0.129
R7A2020_16615	0.146	0.128
R7A2020_16620	0.002	0.001
R7A2020_16625	0.000	0.001
R7A2020_16630	0.000	0.000
R7A2020_16635	0.000	0.002
R7A2020_16640	0.004	0.000
R7A2020_16645	0.219	0.212
R7A2020_16650	0.195	0.188
R7A2020_16655	0.203	0.250
R7A2020_16660	0.199	0.199
R7A2020_16665	0.188	0.179
R7A2020_16670	0.183	0.171
R7A2020_16675	0.145	0.139
R7A2020_16680	0.180	0.148
R7A2020_16685	0.138	0.137
R7A2020_16690	0.110	0.115
R7A2020_16695	0.130	0.133
R7A2020_16700	0.153	0.155
R7A2020_16705	0.155	0.156
R7A2020_16710	0.141	0.171
R7A2020_16715	0.135	0.108
R7A2020_16720	0.138	0.164
R7A2020_16725	0.155	0.148
R7A2020_16730	0.102	0.096
R7A2020_16735	0.173	0.144
R7A2020_16740	0.139	0.102
R7A2020_16745	0.151	0.155
R7A2020_16750	0.114	0.111
R7A2020_16755	0.107	0.094
R7A2020_16760	0.121	0.139
R7A2020_16765	0.087	0.079
R7A2020_16770	0.136	0.146
R7A2020_16775	0.200	0.185
R7A2020_16780	0.175	0.178
R7A2020_16785	0.194	0.181
R7A2020_16790	0.137	0.141
R7A2020_16795	0.139	0.140
R7A2020_16800	0.153	0.152
R7A2020_16805	0.154	0.158
R7A2020_16810	0.184	0.167
R7A2020_16815	0.118	0.109
R7A2020_16820	0.189	0.152
R7A2020_16825	0.145	0.167
R7A2020_16830	0.174	0.192
R7A2020_16835	0.177	0.166
R7A2020_16840	0.141	0.126
R7A2020_16845	0.157	0.148
R7A2020_16850	0.151	0.141
R7A2020_16855	0.204	0.141
R7A2020_16860	0.182	0.141
R7A2020_16865	0.165	0.198
R7A2020_16870	0.158	0.144
R7A2020_16875	0.111	0.140
R7A2020_16880	0.099	0.086
R7A2020_16885	0.109	0.158
R7A2020_16890	0.143	0.163
R7A2020_16895	0.146	0.126
R7A2020_16900	0.000	0.000
R7A2020_16905	0.126	0.089
R7A2020_16910	0.231	0.186
R7A2020_16915	0.000	0.016
R7A2020_16920	0.004	0.005
R7A2020_16925	0.000	0.000
R7A2020_16930	0.062	0.033
R7A2020_16930	0.062	0.033
R7A2020_16930	0.062	0.033
R7A2020_16935	0.171	0.141
R7A2020_16940	0.001	0.000
R7A2020_16945	0.201	0.162
R7A2020_16950	0.158	0.110
R7A2020_16955	0.000	0.000
R7A2020_16960	0.151	0.143
R7A2020_16965	0.106	0.096
R7A2020_16970	0.110	0.107
R7A2020_16975	0.010	0.007
R7A2020_16980	0.192	0.195
R7A2020_16985	0.000	0.000
R7A2020_16990	0.030	0.018
R7A2020_16995	0.116	0.090
R7A2020_17000	0.159	0.127
R7A2020_17005	0.187	0.134
R7A2020_17010	0.048	0.042
R7A2020_17015	0.090	0.083
R7A2020_17020	0.067	0.064
R7A2020_17025	0.000	0.001
R7A2020_17030	0.206	0.187
R7A2020_17035	0.145	0.126
R7A2020_17040	0.000	0.000
R7A2020_17045	0.164	0.145
R7A2020_17050	0.140	0.120
R7A2020_17055	0.156	0.132
R7A2020_17060	0.041	0.076
R7A2020_17060	0.041	0.076
R7A2020_17065	0.000	0.000
R7A2020_17070	0.160	0.107
R7A2020_17075	0.010	0.007
R7A2020_17080	0.158	0.148
R7A2020_17085	0.190	0.154
R7A2020_17090	0.141	0.137
R7A2020_17095	0.075	0.067
R7A2020_17095	0.075	0.067
R7A2020_17100	0.125	0.117
R7A2020_17105	0.150	0.141
R7A2020_17110	0.120	0.116
R7A2020_17115	0.086	0.081
R7A2020_17120	0.117	0.111
R7A2020_17125	0.099	0.116
R7A2020_17130	0.000	0.014
R7A2020_17135	0.093	0.069
R7A2020_17140	0.121	0.116
R7A2020_17145	0.102	0.111
R7A2020_17150	0.105	0.090
R7A2020_17155	0.100	0.090
R7A2020_17160	0.134	0.097
R7A2020_17165	0.140	0.137
R7A2020_17170	0.132	0.109
R7A2020_17175	0.152	0.172
R7A2020_17180	0.160	0.128
R7A2020_17185	0.121	0.112
R7A2020_17190	0.117	0.119
R7A2020_17195	0.170	0.170
R7A2020_17200	0.189	0.144
R7A2020_17205	0.170	0.157
R7A2020_17210	0.156	0.159
R7A2020_17215	0.173	0.140
R7A2020_17220	0.158	0.152
R7A2020_17225	0.142	0.167
R7A2020_17230	0.007	0.006
R7A2020_17235	0.197	0.169
R7A2020_17240	0.172	0.191
R7A2020_17245	0.142	0.142
R7A2020_17250	0.044	0.022
R7A2020_17255	0.143	0.129
R7A2020_17260	0.182	0.167
R7A2020_17265	0.189	0.237
R7A2020_17270	0.140	0.113
R7A2020_17275	0.122	0.105
R7A2020_17280	0.191	0.175
R7A2020_17285	0.000	0.000
R7A2020_17290	0.164	0.151
R7A2020_17295	0.120	0.129
R7A2020_17300	0.097	0.083
R7A2020_17305	0.128	0.120
R7A2020_17310	0.011	0.008
R7A2020_17315	0.121	0.147
R7A2020_17320	0.076	0.056
R7A2020_17325	0.186	0.155
R7A2020_17330	0.094	0.104
R7A2020_17335	0.003	0.001
R7A2020_17340	0.147	0.157
R7A2020_17345	0.145	0.133
R7A2020_17350	0.117	0.084
R7A2020_17350	0.117	0.084
R7A2020_17355	0.004	0.004
R7A2020_17360	0.129	0.123
R7A2020_17365	0.157	0.124
R7A2020_17370	0.122	0.153
R7A2020_17375	0.142	0.130
R7A2020_17380	0.133	0.120
R7A2020_17385	0.001	0.000
R7A2020_17390	0.174	0.150
R7A2020_17395	0.022	0.031
R7A2020_17400	0.135	0.127
R7A2020_17405	0.183	0.143
R7A2020_17410	0.215	0.182
R7A2020_17415	0.198	0.212
R7A2020_17420	0.167	0.164
R7A2020_17425	0.031	0.033
R7A2020_17430	0.117	0.080
R7A2020_17435	0.201	0.190
R7A2020_17440	0.177	0.155
R7A2020_17445	0.002	0.002
R7A2020_17450	0.167	0.118
R7A2020_17455	0.147	0.131
R7A2020_17460	0.187	0.196
R7A2020_17465	0.158	0.164
R7A2020_17470	0.123	0.132
R7A2020_17475	0.185	0.189
R7A2020_17480	0.140	0.161
R7A2020_17485	0.140	0.153
R7A2020_17490	0.161	0.161
R7A2020_17495	0.162	0.133
R7A2020_17500	0.126	0.151
R7A2020_17505	0.160	0.140
R7A2020_17510	0.158	0.153
R7A2020_17515	0.105	0.098
R7A2020_17520	0.131	0.134
R7A2020_17525	0.141	0.160
R7A2020_17530	0.149	0.147
R7A2020_17535	0.140	0.143
R7A2020_17540	0.106	0.106
R7A2020_17545	0.211	0.188
R7A2020_17550	0.192	0.155
R7A2020_17555	0.190	0.170
R7A2020_17560	0.141	0.133
R7A2020_17565	0.000	0.000
R7A2020_17570	0.118	0.102
R7A2020_17575	0.188	0.175
R7A2020_17580	0.132	0.109
R7A2020_17585	0.135	0.136
R7A2020_17590	0.102	0.104
R7A2020_17595	0.149	0.124
R7A2020_17600	0.129	0.102
R7A2020_17605	0.125	0.075
R7A2020_17610	0.006	0.003
R7A2020_17615	0.172	0.156
R7A2020_17620	0.154	0.149
R7A2020_17625	0.133	0.126
R7A2020_17630	0.152	0.115
R7A2020_17635	0.150	0.127
R7A2020_17640	0.190	0.181
R7A2020_17645	0.136	0.141
R7A2020_17650	0.186	0.177
R7A2020_17655	0.014	0.007
R7A2020_17660	0.128	0.148
R7A2020_17665	0.138	0.140
R7A2020_17670	0.179	0.143
R7A2020_17675	0.179	0.122
R7A2020_17680	0.175	0.174
R7A2020_17685	0.006	0.005
R7A2020_17690	0.214	0.186
R7A2020_17695	0.050	0.071
R7A2020_17695	0.050	0.071
R7A2020_17700	0.000	0.001
R7A2020_17705	0.156	0.116
R7A2020_17710	0.097	0.098
R7A2020_17715	0.133	0.100
R7A2020_17720	0.197	0.167
R7A2020_17725	0.024	0.004
R7A2020_17730	0.151	0.141
R7A2020_17735	0.149	0.133
R7A2020_17740	0.125	0.136
R7A2020_17745	0.107	0.112
R7A2020_17750	0.144	0.082
R7A2020_17755	0.172	0.180
R7A2020_17760	0.131	0.144
R7A2020_17765	0.128	0.111
R7A2020_17770	0.002	0.000
R7A2020_17775	0.149	0.131
R7A2020_17780	0.190	0.164
R7A2020_17785	0.166	0.166
R7A2020_17790	0.069	0.057
R7A2020_17795	0.145	0.127
R7A2020_17800	0.152	0.149
R7A2020_17805	0.169	0.147
R7A2020_17810	0.198	0.145
R7A2020_17815	0.177	0.155
R7A2020_17820	0.176	0.175
R7A2020_17825	0.241	0.237
R7A2020_17830	0.157	0.146
R7A2020_17835	0.179	0.135
R7A2020_17840	0.169	0.143
R7A2020_17845	0.129	0.121
R7A2020_17850	0.104	0.097
R7A2020_17855	0.026	0.026
R7A2020_17860	0.165	0.149
R7A2020_17865	0.018	0.015
R7A2020_17870	0.175	0.147
R7A2020_17875	0.218	0.224
R7A2020_17880	0.162	0.183
R7A2020_17885	0.004	0.003
R7A2020_17890	0.033	0.016
R7A2020_17895	0.018	0.011
R7A2020_17900	0.101	0.114
R7A2020_17905	0.206	0.176
R7A2020_17910	0.165	0.163
R7A2020_17915	0.179	0.162
R7A2020_17920	0.224	0.224
R7A2020_17925	0.166	0.172
R7A2020_17930	0.158	0.173
R7A2020_17935	0.177	0.168
R7A2020_17940	0.170	0.170
R7A2020_17945	0.053	0.037
R7A2020_17945	0.053	0.037
R7A2020_17950	0.114	0.149
R7A2020_17955	0.000	0.001
R7A2020_17960	0.112	0.110
R7A2020_17965	0.133	0.131
R7A2020_17970	0.115	0.112
R7A2020_17975	0.118	0.111
R7A2020_17980	0.159	0.164
R7A2020_17985	0.115	0.104
R7A2020_17990	0.088	0.096
R7A2020_17995	0.099	0.115
R7A2020_18000	0.105	0.086
R7A2020_18005	0.161	0.133
R7A2020_18010	0.103	0.080
R7A2020_18015	0.140	0.105
R7A2020_18020	0.109	0.102
R7A2020_18025	0.155	0.147
R7A2020_18030	0.161	0.132
R7A2020_18035	0.190	0.185
R7A2020_18040	0.190	0.149
R7A2020_18045	0.000	0.000
R7A2020_18050	0.149	0.129
R7A2020_18055	0.175	0.144
R7A2020_18060	0.109	0.076
R7A2020_18065	0.168	0.173
R7A2020_18070	0.129	0.114
R7A2020_18075	0.147	0.122
R7A2020_18080	0.162	0.163
R7A2020_18085	0.003	0.000
R7A2020_18090	0.168	0.076
R7A2020_18095	0.000	0.002
R7A2020_18100	0.168	0.170
R7A2020_18105	0.137	0.135
R7A2020_18110	0.112	0.128
R7A2020_18115	0.183	0.152
R7A2020_18120	0.126	0.139
R7A2020_18125	0.138	0.127
R7A2020_18130	0.129	0.182
R7A2020_18135	0.079	0.039
R7A2020_18135	0.079	0.039
R7A2020_18140	0.142	0.133
R7A2020_18145	0.119	0.112
R7A2020_18150	0.126	0.135
R7A2020_18155	0.132	0.148
R7A2020_18160	0.119	0.131
R7A2020_18165	0.107	0.096
R7A2020_18170	0.085	0.069
R7A2020_18175	0.178	0.135
R7A2020_18180	0.187	0.167
R7A2020_18185	0.172	0.142
R7A2020_18190	0.133	0.102
R7A2020_18195	0.171	0.142
R7A2020_18200	0.172	0.142
R7A2020_18205	0.156	0.144
R7A2020_18210	0.117	0.100
R7A2020_18215	0.000	0.000
R7A2020_18220	0.096	0.104
R7A2020_18225	0.136	0.126
R7A2020_18230	0.083	0.093
R7A2020_18235	0.153	0.158
R7A2020_18240	0.130	0.110
R7A2020_18245	0.124	0.124
R7A2020_18250	0.140	0.158
R7A2020_18255	0.132	0.142
R7A2020_18260	0.145	0.135
R7A2020_18265	0.186	0.141
R7A2020_18270	0.137	0.128
R7A2020_18275	0.070	0.052
R7A2020_18275	0.070	0.052
R7A2020_18280	0.142	0.134
R7A2020_18285	0.122	0.110
R7A2020_18290	0.059	0.030
R7A2020_18290	0.059	0.030
R7A2020_18290	0.059	0.030
R7A2020_18295	0.186	0.160
R7A2020_18300	0.095	0.095
R7A2020_18305	0.031	0.016
R7A2020_18310	0.139	0.128
R7A2020_18315	0.170	0.155
R7A2020_18320	0.000	0.008
R7A2020_18325	0.193	0.136
R7A2020_18330	0.000	0.000
R7A2020_18335	0.172	0.141
R7A2020_18340	0.194	0.180
R7A2020_18345	0.183	0.156
R7A2020_18350	0.176	0.147
R7A2020_18355	0.188	0.162
R7A2020_18360	0.012	0.012
R7A2020_18365	0.132	0.110
R7A2020_18370	0.082	0.121
R7A2020_18375	0.023	0.031
R7A2020_18380	0.155	0.101
R7A2020_18385	0.132	0.124
R7A2020_18390	0.151	0.145
R7A2020_18395	0.104	0.149
R7A2020_18400	0.184	0.141
R7A2020_18405	0.163	0.167
R7A2020_18410	0.154	0.161
R7A2020_18415	0.012	0.006
R7A2020_18420	0.000	0.000
R7A2020_18425	0.230	0.196
R7A2020_18430	0.225	0.212
R7A2020_18435	0.164	0.149
R7A2020_18440	0.000	0.002
R7A2020_18445	0.000	0.000
R7A2020_18450	0.002	0.002
R7A2020_18455	0.001	0.001
R7A2020_18460	0.153	0.139
R7A2020_18465	0.000	0.000
R7A2020_18470	0.000	0.001
R7A2020_18475	0.000	0.000
R7A2020_18480	0.000	0.000
R7A2020_18485	0.000	0.003
R7A2020_18490	0.000	0.000
R7A2020_18495	0.040	0.031
R7A2020_18500	0.000	0.001
R7A2020_18505	0.109	0.099
R7A2020_18510	0.011	0.019
R7A2020_18515	0.143	0.102
R7A2020_18520	0.120	0.120
R7A2020_18525	0.184	0.164
R7A2020_18530	0.136	0.126
R7A2020_18535	0.144	0.136
R7A2020_18540	0.153	0.125
R7A2020_18545	0.154	0.146
R7A2020_18550	0.146	0.140
R7A2020_18555	0.143	0.134
R7A2020_18560	0.190	0.144
R7A2020_18565	0.166	0.169
R7A2020_18570	0.141	0.153
R7A2020_18575	0.140	0.142
R7A2020_18580	0.172	0.131
R7A2020_18585	0.035	0.015
R7A2020_18590	0.154	0.107
R7A2020_18595	0.000	0.000
R7A2020_18600	0.174	0.138
R7A2020_18605	0.156	0.143
R7A2020_18610	0.173	0.158
R7A2020_18615	0.201	0.157
R7A2020_18620	0.149	0.128
R7A2020_18625	0.144	0.142
R7A2020_18630	0.185	0.151
R7A2020_18635	0.085	0.104
R7A2020_18640	0.135	0.126
R7A2020_18645	0.133	0.122
R7A2020_18650	0.101	0.074
R7A2020_18655	0.103	0.103
R7A2020_18660	0.097	0.093
R7A2020_18665	0.044	0.028
R7A2020_18670	0.133	0.127
R7A2020_18675	0.134	0.117
R7A2020_18680	0.144	0.129
R7A2020_18685	0.185	0.180
R7A2020_18690	0.097	0.063
R7A2020_18695	0.092	0.097
R7A2020_18700	0.113	0.100
R7A2020_18705	0.020	0.019
R7A2020_18710	0.038	0.036
R7A2020_18715	0.144	0.159
R7A2020_18720	0.142	0.126
R7A2020_18725	0.162	0.128
R7A2020_18730	0.125	0.117
R7A2020_18735	0.095	0.108
R7A2020_18740	0.016	0.021
R7A2020_18745	0.172	0.160
R7A2020_18750	0.140	0.109
R7A2020_18755	0.154	0.151
R7A2020_18760	0.041	0.051
R7A2020_18760	0.041	0.051
R7A2020_18760	0.041	0.051
R7A2020_18765	0.150	0.116
R7A2020_18770	0.168	0.161
R7A2020_18775	0.154	0.143
R7A2020_18780	0.131	0.113
R7A2020_18785	0.153	0.122
R7A2020_18790	0.067	0.060
R7A2020_18795	0.144	0.098
R7A2020_18800	0.160	0.136
R7A2020_18805	0.145	0.117
R7A2020_18810	0.168	0.162
R7A2020_18815	0.132	0.127
R7A2020_18820	0.147	0.119
R7A2020_18825	0.160	0.145
R7A2020_18830	0.135	0.107
R7A2020_18835	0.148	0.118
R7A2020_18840	0.169	0.165
R7A2020_18845	0.212	0.163
R7A2020_18850	0.185	0.211
R7A2020_18855	0.154	0.124
R7A2020_18860	0.132	0.129
R7A2020_18865	0.188	0.142
R7A2020_18870	0.207	0.187
R7A2020_18875	0.191	0.182
R7A2020_18880	0.163	0.178
R7A2020_18885	0.195	0.193
R7A2020_18890	0.195	0.209
R7A2020_18895	0.144	0.143
R7A2020_18900	0.156	0.136
R7A2020_18905	0.219	0.248
R7A2020_18910	0.158	0.122
R7A2020_18915	0.000	0.031
R7A2020_18920	0.175	0.179
R7A2020_18925	0.003	0.000
R7A2020_18930	0.015	0.017
R7A2020_18935	0.084	0.065
R7A2020_18940	0.187	0.165
R7A2020_18945	0.166	0.147
R7A2020_18950	0.145	0.128
R7A2020_18955	0.199	0.155
R7A2020_18960	0.198	0.137
R7A2020_18965	0.000	0.000
R7A2020_18970	0.080	0.040
R7A2020_18975	0.001	0.000
R7A2020_18980	0.163	0.156
R7A2020_18985	0.097	0.080
R7A2020_18990	0.074	0.066
R7A2020_18990	0.074	0.066
R7A2020_18995	0.164	0.149
R7A2020_19000	0.150	0.148
R7A2020_19005	0.156	0.146
R7A2020_19010	0.165	0.162
R7A2020_19015	0.152	0.147
R7A2020_19020	0.123	0.138
R7A2020_19025	0.108	0.091
R7A2020_19030	0.121	0.144
R7A2020_19035	0.136	0.116
R7A2020_19040	0.156	0.130
R7A2020_19045	0.143	0.119
R7A2020_19050	0.175	0.120
R7A2020_19055	0.052	0.026
R7A2020_19055	0.052	0.026
R7A2020_19055	0.052	0.026
R7A2020_19060	0.122	0.111
R7A2020_19065	0.144	0.145
R7A2020_19070	0.002	0.003
R7A2020_19075	0.001	0.002
R7A2020_19080	0.159	0.123
R7A2020_19085	0.167	0.132
R7A2020_19090	0.000	0.002
R7A2020_19095	0.090	0.090
R7A2020_19100	0.136	0.136
R7A2020_19105	0.140	0.129
R7A2020_19110	0.113	0.077
R7A2020_19115	0.165	0.143
R7A2020_19120	0.106	0.110
R7A2020_19125	0.135	0.141
R7A2020_19130	0.075	0.062
R7A2020_19135	0.080	0.073
R7A2020_19140	0.134	0.136
R7A2020_19145	0.095	0.085
R7A2020_19150	0.222	0.179
R7A2020_19155	0.207	0.198
R7A2020_19160	0.165	0.127
R7A2020_19165	0.038	0.033
R7A2020_19170	0.152	0.132
R7A2020_19175	0.000	0.000
R7A2020_19180	0.002	0.003
R7A2020_19185	0.211	0.176
R7A2020_19190	0.144	0.124
R7A2020_19195	0.189	0.191
R7A2020_19200	0.000	0.002
R7A2020_19205	0.138	0.145
R7A2020_19210	0.116	0.069
R7A2020_19215	0.002	0.002
R7A2020_19220	0.118	0.090
R7A2020_19225	0.101	0.073
R7A2020_19230	0.168	0.175
R7A2020_19235	0.166	0.132
R7A2020_19240	0.137	0.107
R7A2020_19245	0.081	0.051
R7A2020_19250	0.069	0.057
R7A2020_19250	0.069	0.057
R7A2020_19255	0.000	0.000
R7A2020_19260	0.094	0.090
R7A2020_19265	0.108	0.124
R7A2020_19270	0.100	0.102
R7A2020_19275	0.202	0.176
R7A2020_19280	0.109	0.080
R7A2020_19285	0.000	0.000
R7A2020_19290	0.141	0.145
R7A2020_19295	0.185	0.157
R7A2020_19300	0.128	0.117
R7A2020_19305	0.153	0.195
R7A2020_19310	0.160	0.131
R7A2020_19315	0.175	0.173
R7A2020_19320	0.154	0.140
R7A2020_19325	0.111	0.079
R7A2020_19330	0.158	0.093
R7A2020_19335	0.112	0.092
R7A2020_19340	0.115	0.148
R7A2020_19345	0.135	0.116
R7A2020_19350	0.102	0.119
R7A2020_19355	0.151	0.133
R7A2020_19360	0.092	0.100
R7A2020_19365	0.101	0.086
R7A2020_19370	0.113	0.119
R7A2020_19375	0.210	0.194
R7A2020_19380	0.136	0.132
R7A2020_19385	0.108	0.122
R7A2020_19390	0.155	0.143
R7A2020_19395	0.169	0.168
R7A2020_19400	0.028	0.021
R7A2020_19405	0.137	0.129
R7A2020_19410	0.099	0.121
R7A2020_19415	0.125	0.118
R7A2020_19420	0.043	0.030
R7A2020_19425	0.140	0.127
R7A2020_19430	0.013	0.007
R7A2020_19435	0.144	0.148
R7A2020_19440	0.118	0.113
R7A2020_19445	0.100	0.122
R7A2020_19450	0.103	0.092
R7A2020_19455	0.119	0.081
R7A2020_19460	0.104	0.128
R7A2020_19465	0.181	0.160
R7A2020_19470	0.162	0.137
R7A2020_19475	0.000	0.003
R7A2020_19480	0.002	0.000
R7A2020_19485	0.000	0.000
R7A2020_19490	0.019	0.010
R7A2020_19495	0.000	0.000
R7A2020_19500	0.001	0.001
R7A2020_19505	0.000	0.000
R7A2020_19510	0.000	0.000
R7A2020_19515	0.000	0.000
R7A2020_19520	0.000	0.000
R7A2020_19525	0.000	0.000
R7A2020_19530	0.000	0.000
R7A2020_19535	0.000	0.000
R7A2020_19540	0.000	0.000
R7A2020_19545	0.000	0.000
R7A2020_19550	0.000	0.000
R7A2020_19555	0.010	0.000
R7A2020_19560	0.000	0.000
R7A2020_19565	0.000	0.000
R7A2020_19570	0.003	0.000
R7A2020_19575	0.000	0.000
R7A2020_19580	0.000	0.000
R7A2020_19585	0.000	0.000
R7A2020_19590	0.000	0.000
R7A2020_19595	0.000	0.000
R7A2020_19600	0.002	0.002
R7A2020_19605	0.000	0.000
R7A2020_19610	0.131	0.095
R7A2020_19615	0.000	0.000
R7A2020_19620	0.000	0.000
R7A2020_19625	0.000	0.000
R7A2020_19630	0.142	0.142
R7A2020_19635	0.168	0.136
R7A2020_19640	0.130	0.161
R7A2020_19645	0.115	0.108
R7A2020_19650	0.001	0.001
R7A2020_19655	0.000	0.000
R7A2020_19660	0.000	0.003
R7A2020_19665	0.000	0.000
R7A2020_19670	0.002	0.000
R7A2020_19675	0.003	0.000
R7A2020_19680	0.000	0.000
R7A2020_19685	0.006	0.006
R7A2020_19690	0.000	0.015
R7A2020_19695	0.129	0.126
R7A2020_19700	0.147	0.141
R7A2020_19705	0.168	0.135
R7A2020_19710	0.161	0.165
R7A2020_19715	0.143	0.076
R7A2020_19720	0.149	0.122
R7A2020_19725	0.167	0.110
R7A2020_19730	0.000	0.000
R7A2020_19735	0.014	0.000
R7A2020_19740	0.151	0.130
R7A2020_19745	0.194	0.180
R7A2020_19750	0.140	0.129
R7A2020_19755	0.137	0.146
R7A2020_19760	0.153	0.139
R7A2020_19765	0.114	0.111
R7A2020_19770	0.126	0.161
R7A2020_19775	0.172	0.138
R7A2020_19780	0.146	0.097
R7A2020_19785	0.000	0.030
R7A2020_19790	0.134	0.108
R7A2020_19795	0.179	0.157
R7A2020_19800	0.175	0.114
R7A2020_19805	0.177	0.166
R7A2020_19810	0.205	0.171
R7A2020_19815	0.150	0.124
R7A2020_19820	0.114	0.113
R7A2020_19825	0.253	0.193
R7A2020_19830	0.115	0.116
R7A2020_19835	0.144	0.127
R7A2020_19840	0.175	0.141
R7A2020_19845	0.153	0.147
R7A2020_19850	0.184	0.161
R7A2020_19855	0.131	0.153
R7A2020_19860	0.191	0.181
R7A2020_19865	0.151	0.156
R7A2020_19870	0.134	0.120
R7A2020_19875	0.132	0.101
R7A2020_19880	0.003	0.000
R7A2020_19885	0.144	0.115
R7A2020_19890	0.189	0.177
R7A2020_19895	0.152	0.128
R7A2020_19900	0.102	0.098
R7A2020_19905	0.183	0.205
R7A2020_19910	0.001	0.000
R7A2020_19915	0.032	0.025
R7A2020_19920	0.082	0.061
R7A2020_19920	0.082	0.061
R7A2020_19925	0.036	0.033
R7A2020_19930	0.123	0.113
R7A2020_19935	0.184	0.183
R7A2020_19940	0.192	0.152
R7A2020_19945	0.142	0.125
R7A2020_19950	0.057	0.046
R7A2020_19950	0.057	0.046
R7A2020_19950	0.057	0.046
R7A2020_19955	0.003	0.000
R7A2020_19960	0.000	0.001
R7A2020_19965	0.180	0.137
R7A2020_19970	0.161	0.130
R7A2020_19975	0.053	0.065
R7A2020_19975	0.053	0.065
R7A2020_19980	0.023	0.032
R7A2020_19985	0.198	0.176
R7A2020_19990	0.159	0.157
R7A2020_19995	0.163	0.128
R7A2020_20000	0.153	0.119
R7A2020_20005	0.001	0.001
R7A2020_20010	0.113	0.104
