locus_tag	ins_index.NSTY	ins_index.WTTY
R7A2020_16015	0.052	0.032
R7A2020_16020	0.044	0.048
R7A2020_16025	0.002	0.000
R7A2020_16030	0.000	0.000
R7A2020_16035	0.049	0.056
R7A2020_16040	0.034	0.029
R7A2020_16045	0.054	0.055
R7A2020_16050	0.042	0.063
R7A2020_16055	0.047	0.055
R7A2020_16060	0.053	0.049
R7A2020_16065	0.026	0.019
R7A2020_16070	0.068	0.050
R7A2020_16075	0.058	0.054
R7A2020_16080	0.058	0.052
R7A2020_16085	0.063	0.055
R7A2020_16090	0.051	0.040
R7A2020_16095	0.046	0.039
R7A2020_16100	0.036	0.042
R7A2020_16105	0.066	0.081
R7A2020_16110	0.049	0.055
R7A2020_16115	0.065	0.074
R7A2020_16120	0.065	0.057
R7A2020_16125	0.000	0.000
R7A2020_16130	0.000	0.000
R7A2020_16135	0.000	0.000
R7A2020_16140	0.000	0.000
R7A2020_16145	0.000	0.000
R7A2020_16150	0.044	0.056
R7A2020_16155	0.021	0.030
R7A2020_16160	0.000	0.000
R7A2020_16165	0.073	0.067
R7A2020_16170	0.055	0.054
R7A2020_16175	0.040	0.056
R7A2020_16180	0.057	0.051
R7A2020_16185	0.049	0.053
R7A2020_16190	0.048	0.052
R7A2020_16195	0.044	0.053
R7A2020_16200	0.048	0.058
R7A2020_16205	0.049	0.053
R7A2020_16210	0.068	0.065
R7A2020_16215	0.071	0.069
R7A2020_16220	0.046	0.056
R7A2020_16225	0.037	0.045
R7A2020_16230	0.045	0.052
R7A2020_16235	0.053	0.051
R7A2020_16240	0.044	0.048
R7A2020_16245	0.056	0.071
R7A2020_16250	0.047	0.063
R7A2020_16255	0.047	0.058
R7A2020_16260	0.049	0.052
R7A2020_16265	0.066	0.058
R7A2020_16270	0.056	0.063
R7A2020_16275	0.004	0.009
R7A2020_16275	0.004	0.009
R7A2020_16275	0.004	0.009
R7A2020_16280	0.046	0.052
R7A2020_16285	0.055	0.058
R7A2020_16290	0.067	0.062
R7A2020_16295	0.053	0.052
R7A2020_16300	0.070	0.069
R7A2020_16305	0.041	0.071
R7A2020_16310	0.070	0.068
R7A2020_16315	0.032	0.040
R7A2020_16320	0.053	0.032
R7A2020_16325	0.051	0.044
R7A2020_16330	0.036	0.047
R7A2020_16335	0.050	0.047
R7A2020_16340	0.050	0.054
R7A2020_16345	0.012	0.033
R7A2020_16345	0.012	0.033
R7A2020_16350	0.031	0.025
R7A2020_16355	0.018	0.027
R7A2020_16360	0.063	0.039
R7A2020_16365	0.013	0.025
R7A2020_16365	0.013	0.025
R7A2020_16370	0.032	0.048
R7A2020_16375	0.054	0.058
R7A2020_16380	0.046	0.036
R7A2020_16385	0.056	0.067
R7A2020_16390	0.053	0.061
R7A2020_16395	0.054	0.050
R7A2020_16400	0.048	0.045
R7A2020_16405	0.053	0.073
R7A2020_16410	0.051	0.066
R7A2020_16415	0.039	0.049
R7A2020_16420	0.059	0.034
R7A2020_16425	0.029	0.037
R7A2020_16430	0.076	0.078
R7A2020_16435	0.046	0.044
R7A2020_16440	0.083	0.072
R7A2020_16445	0.059	0.067
R7A2020_16450	0.011	0.019
R7A2020_16450	0.011	0.019
R7A2020_16455	0.026	0.048
R7A2020_16460	0.030	0.038
R7A2020_16465	0.045	0.059
R7A2020_16470	0.053	0.048
R7A2020_16475	0.044	0.058
R7A2020_16480	0.061	0.056
R7A2020_16485	0.046	0.060
R7A2020_16490	0.051	0.065
R7A2020_16495	0.064	0.035
R7A2020_16500	0.033	0.027
R7A2020_16505	0.050	0.048
R7A2020_16510	0.055	0.061
R7A2020_16515	0.054	0.042
R7A2020_16520	0.049	0.049
R7A2020_16525	0.041	0.050
R7A2020_16530	0.053	0.058
R7A2020_16535	0.069	0.053
R7A2020_16540	0.000	0.000
R7A2020_16545	0.066	0.042
R7A2020_16550	0.065	0.062
R7A2020_16555	0.035	0.041
R7A2020_16560	0.048	0.048
R7A2020_16565	0.063	0.058
R7A2020_16570	0.052	0.030
R7A2020_16575	0.052	0.060
R7A2020_16580	0.058	0.055
R7A2020_16585	0.046	0.056
R7A2020_16590	0.044	0.047
R7A2020_16595	0.056	0.054
R7A2020_16600	0.046	0.035
R7A2020_16605	0.050	0.058
R7A2020_16610	0.051	0.045
R7A2020_16615	0.044	0.045
R7A2020_16620	0.000	0.000
R7A2020_16625	0.000	0.000
R7A2020_16630	0.000	0.000
R7A2020_16635	0.000	0.001
R7A2020_16640	0.000	0.000
R7A2020_16645	0.069	0.071
R7A2020_16650	0.079	0.087
R7A2020_16655	0.063	0.125
R7A2020_16660	0.058	0.053
R7A2020_16665	0.069	0.065
R7A2020_16670	0.064	0.067
R7A2020_16675	0.041	0.048
R7A2020_16680	0.053	0.053
R7A2020_16685	0.034	0.046
R7A2020_16690	0.050	0.026
R7A2020_16695	0.045	0.051
R7A2020_16700	0.047	0.044
R7A2020_16705	0.051	0.047
R7A2020_16710	0.052	0.048
R7A2020_16715	0.044	0.031
R7A2020_16720	0.040	0.071
R7A2020_16725	0.051	0.051
R7A2020_16730	0.028	0.034
R7A2020_16735	0.056	0.040
R7A2020_16740	0.051	0.032
R7A2020_16745	0.051	0.055
R7A2020_16750	0.043	0.037
R7A2020_16755	0.028	0.018
R7A2020_16760	0.039	0.059
R7A2020_16765	0.025	0.016
R7A2020_16770	0.040	0.052
R7A2020_16775	0.061	0.065
R7A2020_16780	0.040	0.055
R7A2020_16785	0.058	0.070
R7A2020_16790	0.049	0.056
R7A2020_16795	0.052	0.035
R7A2020_16800	0.051	0.061
R7A2020_16805	0.052	0.064
R7A2020_16810	0.060	0.060
R7A2020_16815	0.042	0.039
R7A2020_16820	0.060	0.045
R7A2020_16825	0.044	0.058
R7A2020_16830	0.045	0.075
R7A2020_16835	0.060	0.060
R7A2020_16840	0.031	0.044
R7A2020_16845	0.052	0.043
R7A2020_16850	0.040	0.040
R7A2020_16855	0.084	0.062
R7A2020_16860	0.048	0.043
R7A2020_16865	0.051	0.051
R7A2020_16870	0.052	0.071
R7A2020_16875	0.047	0.064
R7A2020_16880	0.037	0.036
R7A2020_16885	0.050	0.074
R7A2020_16890	0.048	0.076
R7A2020_16895	0.054	0.065
R7A2020_16900	0.000	0.000
R7A2020_16905	0.033	0.037
R7A2020_16910	0.071	0.071
R7A2020_16915	0.000	0.000
R7A2020_16920	0.000	0.000
R7A2020_16925	0.000	0.000
R7A2020_16930	0.010	0.008
R7A2020_16930	0.010	0.008
R7A2020_16930	0.010	0.008
R7A2020_16935	0.061	0.059
R7A2020_16940	0.000	0.000
R7A2020_16945	0.053	0.052
R7A2020_16950	0.051	0.034
R7A2020_16955	0.000	0.000
R7A2020_16960	0.048	0.055
R7A2020_16965	0.043	0.046
R7A2020_16970	0.039	0.030
R7A2020_16975	0.003	0.003
R7A2020_16980	0.063	0.083
R7A2020_16985	0.000	0.000
R7A2020_16990	0.012	0.005
R7A2020_16995	0.030	0.029
R7A2020_17000	0.044	0.050
R7A2020_17005	0.071	0.051
R7A2020_17010	0.032	0.026
R7A2020_17015	0.039	0.032
R7A2020_17020	0.043	0.036
R7A2020_17025	0.000	0.000
R7A2020_17030	0.068	0.065
R7A2020_17035	0.056	0.048
R7A2020_17040	0.000	0.000
R7A2020_17045	0.045	0.051
R7A2020_17050	0.043	0.038
R7A2020_17055	0.047	0.036
R7A2020_17060	0.014	0.034
R7A2020_17060	0.014	0.034
R7A2020_17065	0.000	0.000
R7A2020_17070	0.053	0.030
R7A2020_17075	0.000	0.003
R7A2020_17080	0.044	0.044
R7A2020_17085	0.063	0.053
R7A2020_17090	0.033	0.040
R7A2020_17095	0.042	0.017
R7A2020_17095	0.042	0.017
R7A2020_17100	0.033	0.017
R7A2020_17105	0.050	0.059
R7A2020_17110	0.046	0.060
R7A2020_17115	0.032	0.033
R7A2020_17120	0.031	0.043
R7A2020_17125	0.030	0.037
R7A2020_17130	0.000	0.000
R7A2020_17135	0.033	0.022
R7A2020_17140	0.045	0.034
R7A2020_17145	0.034	0.037
R7A2020_17150	0.033	0.035
R7A2020_17155	0.027	0.042
R7A2020_17160	0.030	0.032
R7A2020_17165	0.061	0.047
R7A2020_17170	0.051	0.054
R7A2020_17175	0.057	0.067
R7A2020_17180	0.057	0.050
R7A2020_17185	0.052	0.033
R7A2020_17190	0.052	0.059
R7A2020_17195	0.069	0.044
R7A2020_17200	0.057	0.067
R7A2020_17205	0.053	0.048
R7A2020_17210	0.061	0.057
R7A2020_17215	0.053	0.036
R7A2020_17220	0.041	0.060
R7A2020_17225	0.043	0.063
R7A2020_17230	0.003	0.000
R7A2020_17235	0.076	0.053
R7A2020_17240	0.044	0.049
R7A2020_17245	0.043	0.047
R7A2020_17250	0.018	0.004
R7A2020_17255	0.046	0.039
R7A2020_17260	0.061	0.054
R7A2020_17265	0.069	0.093
R7A2020_17270	0.056	0.051
R7A2020_17275	0.050	0.041
R7A2020_17280	0.066	0.066
R7A2020_17285	0.000	0.000
R7A2020_17290	0.049	0.062
R7A2020_17295	0.035	0.058
R7A2020_17300	0.028	0.032
R7A2020_17305	0.048	0.046
R7A2020_17310	0.001	0.001
R7A2020_17315	0.029	0.049
R7A2020_17320	0.014	0.042
R7A2020_17325	0.049	0.044
R7A2020_17330	0.036	0.047
R7A2020_17335	0.000	0.001
R7A2020_17340	0.043	0.046
R7A2020_17345	0.050	0.048
R7A2020_17350	0.008	0.015
R7A2020_17350	0.008	0.015
R7A2020_17355	0.002	0.002
R7A2020_17360	0.058	0.050
R7A2020_17365	0.059	0.054
R7A2020_17370	0.053	0.044
R7A2020_17375	0.052	0.052
R7A2020_17380	0.048	0.038
R7A2020_17385	0.000	0.000
R7A2020_17390	0.041	0.049
R7A2020_17395	0.020	0.018
R7A2020_17400	0.044	0.036
R7A2020_17405	0.035	0.054
R7A2020_17410	0.073	0.063
R7A2020_17415	0.061	0.083
R7A2020_17420	0.046	0.046
R7A2020_17425	0.007	0.005
R7A2020_17430	0.039	0.021
R7A2020_17435	0.067	0.062
R7A2020_17440	0.056	0.042
R7A2020_17445	0.001	0.000
R7A2020_17450	0.053	0.035
R7A2020_17455	0.054	0.044
R7A2020_17460	0.083	0.048
R7A2020_17465	0.063	0.055
R7A2020_17470	0.039	0.042
R7A2020_17475	0.072	0.074
R7A2020_17480	0.050	0.072
R7A2020_17485	0.053	0.078
R7A2020_17490	0.051	0.056
R7A2020_17495	0.054	0.045
R7A2020_17500	0.042	0.062
R7A2020_17505	0.054	0.046
R7A2020_17510	0.055	0.056
R7A2020_17515	0.048	0.032
R7A2020_17520	0.059	0.053
R7A2020_17525	0.049	0.060
R7A2020_17530	0.048	0.051
R7A2020_17535	0.064	0.068
R7A2020_17540	0.042	0.045
R7A2020_17545	0.060	0.058
R7A2020_17550	0.070	0.056
R7A2020_17555	0.047	0.053
R7A2020_17560	0.050	0.050
R7A2020_17565	0.000	0.000
R7A2020_17570	0.050	0.047
R7A2020_17575	0.072	0.057
R7A2020_17580	0.049	0.042
R7A2020_17585	0.042	0.053
R7A2020_17590	0.034	0.040
R7A2020_17595	0.041	0.043
R7A2020_17600	0.038	0.029
R7A2020_17605	0.020	0.027
R7A2020_17610	0.000	0.000
R7A2020_17615	0.059	0.041
R7A2020_17620	0.052	0.045
R7A2020_17625	0.038	0.046
R7A2020_17630	0.047	0.043
R7A2020_17635	0.048	0.044
R7A2020_17640	0.060	0.067
R7A2020_17645	0.046	0.048
R7A2020_17650	0.062	0.068
R7A2020_17655	0.007	0.000
R7A2020_17660	0.054	0.041
R7A2020_17665	0.049	0.043
R7A2020_17670	0.037	0.037
R7A2020_17675	0.044	0.028
R7A2020_17680	0.063	0.057
R7A2020_17685	0.002	0.002
R7A2020_17690	0.093	0.090
R7A2020_17695	0.003	0.008
R7A2020_17695	0.003	0.008
R7A2020_17700	0.000	0.000
R7A2020_17705	0.047	0.063
R7A2020_17710	0.032	0.039
R7A2020_17715	0.042	0.039
R7A2020_17720	0.069	0.057
R7A2020_17725	0.004	0.004
R7A2020_17730	0.046	0.051
R7A2020_17735	0.041	0.047
R7A2020_17740	0.037	0.059
R7A2020_17745	0.051	0.042
R7A2020_17750	0.036	0.020
R7A2020_17755	0.072	0.056
R7A2020_17760	0.052	0.040
R7A2020_17765	0.038	0.039
R7A2020_17770	0.000	0.000
R7A2020_17775	0.051	0.046
R7A2020_17780	0.063	0.048
R7A2020_17785	0.052	0.047
R7A2020_17790	0.027	0.027
R7A2020_17795	0.043	0.038
R7A2020_17800	0.055	0.060
R7A2020_17805	0.055	0.054
R7A2020_17810	0.063	0.041
R7A2020_17815	0.075	0.059
R7A2020_17820	0.069	0.067
R7A2020_17825	0.073	0.081
R7A2020_17830	0.056	0.056
R7A2020_17835	0.049	0.046
R7A2020_17840	0.056	0.050
R7A2020_17845	0.036	0.038
R7A2020_17850	0.022	0.007
R7A2020_17855	0.006	0.003
R7A2020_17860	0.060	0.060
R7A2020_17865	0.007	0.004
R7A2020_17870	0.055	0.046
R7A2020_17875	0.075	0.073
R7A2020_17880	0.070	0.053
R7A2020_17885	0.001	0.001
R7A2020_17890	0.016	0.007
R7A2020_17895	0.002	0.002
R7A2020_17900	0.041	0.034
R7A2020_17905	0.061	0.052
R7A2020_17910	0.049	0.061
R7A2020_17915	0.059	0.071
R7A2020_17920	0.075	0.096
R7A2020_17925	0.043	0.070
R7A2020_17930	0.043	0.045
R7A2020_17935	0.059	0.048
R7A2020_17940	0.056	0.044
R7A2020_17945	0.017	0.008
R7A2020_17945	0.017	0.008
R7A2020_17950	0.028	0.050
R7A2020_17955	0.000	0.000
R7A2020_17960	0.031	0.038
R7A2020_17965	0.049	0.046
R7A2020_17970	0.040	0.046
R7A2020_17975	0.039	0.040
R7A2020_17980	0.053	0.063
R7A2020_17985	0.045	0.047
R7A2020_17990	0.042	0.025
R7A2020_17995	0.027	0.056
R7A2020_18000	0.020	0.039
R7A2020_18005	0.043	0.056
R7A2020_18010	0.038	0.026
R7A2020_18015	0.040	0.045
R7A2020_18020	0.030	0.030
R7A2020_18025	0.052	0.060
R7A2020_18030	0.056	0.048
R7A2020_18035	0.069	0.078
R7A2020_18040	0.067	0.048
R7A2020_18045	0.000	0.000
R7A2020_18050	0.058	0.044
R7A2020_18055	0.054	0.049
R7A2020_18060	0.052	0.039
R7A2020_18065	0.071	0.064
R7A2020_18070	0.057	0.046
R7A2020_18075	0.043	0.053
R7A2020_18080	0.055	0.058
R7A2020_18085	0.000	0.000
R7A2020_18090	0.038	0.023
R7A2020_18095	0.000	0.000
R7A2020_18100	0.056	0.068
R7A2020_18105	0.055	0.023
R7A2020_18110	0.039	0.047
R7A2020_18115	0.071	0.045
R7A2020_18120	0.048	0.048
R7A2020_18125	0.044	0.028
R7A2020_18130	0.053	0.070
R7A2020_18135	0.039	0.010
R7A2020_18135	0.039	0.010
R7A2020_18140	0.043	0.042
R7A2020_18145	0.041	0.039
R7A2020_18150	0.039	0.061
R7A2020_18155	0.053	0.050
R7A2020_18160	0.034	0.038
R7A2020_18165	0.024	0.031
R7A2020_18170	0.027	0.033
R7A2020_18175	0.066	0.058
R7A2020_18180	0.061	0.064
R7A2020_18185	0.060	0.054
R7A2020_18190	0.059	0.049
R7A2020_18195	0.061	0.037
R7A2020_18200	0.048	0.048
R7A2020_18205	0.064	0.058
R7A2020_18210	0.038	0.019
R7A2020_18215	0.000	0.000
R7A2020_18220	0.045	0.041
R7A2020_18225	0.054	0.050
R7A2020_18230	0.031	0.034
R7A2020_18235	0.039	0.054
R7A2020_18240	0.010	0.030
R7A2020_18245	0.040	0.042
R7A2020_18250	0.049	0.054
R7A2020_18255	0.041	0.052
R7A2020_18260	0.049	0.031
R7A2020_18265	0.062	0.034
R7A2020_18270	0.047	0.039
R7A2020_18275	0.010	0.006
R7A2020_18275	0.010	0.006
R7A2020_18280	0.053	0.059
R7A2020_18285	0.053	0.058
R7A2020_18290	0.009	0.001
R7A2020_18290	0.009	0.001
R7A2020_18290	0.009	0.001
R7A2020_18295	0.045	0.053
R7A2020_18300	0.029	0.039
R7A2020_18305	0.004	0.011
R7A2020_18310	0.053	0.050
R7A2020_18315	0.052	0.052
R7A2020_18320	0.000	0.000
R7A2020_18325	0.044	0.054
R7A2020_18330	0.000	0.000
R7A2020_18335	0.065	0.051
R7A2020_18340	0.054	0.059
R7A2020_18345	0.054	0.057
R7A2020_18350	0.067	0.067
R7A2020_18355	0.069	0.052
R7A2020_18360	0.007	0.009
R7A2020_18365	0.043	0.039
R7A2020_18370	0.021	0.032
R7A2020_18375	0.005	0.008
R7A2020_18380	0.033	0.024
R7A2020_18385	0.046	0.041
R7A2020_18390	0.061	0.047
R7A2020_18395	0.043	0.061
R7A2020_18400	0.076	0.072
R7A2020_18405	0.075	0.075
R7A2020_18410	0.058	0.075
R7A2020_18415	0.003	0.003
R7A2020_18420	0.000	0.000
R7A2020_18425	0.065	0.072
R7A2020_18430	0.063	0.080
R7A2020_18435	0.052	0.057
R7A2020_18440	0.000	0.000
R7A2020_18445	0.000	0.000
R7A2020_18450	0.000	0.000
R7A2020_18455	0.000	0.000
R7A2020_18460	0.052	0.059
R7A2020_18465	0.000	0.000
R7A2020_18470	0.000	0.000
R7A2020_18475	0.000	0.000
R7A2020_18480	0.000	0.000
R7A2020_18485	0.000	0.001
R7A2020_18490	0.000	0.000
R7A2020_18495	0.008	0.016
R7A2020_18500	0.000	0.001
R7A2020_18505	0.042	0.036
R7A2020_18510	0.002	0.011
R7A2020_18515	0.050	0.042
R7A2020_18520	0.035	0.048
R7A2020_18525	0.054	0.068
R7A2020_18530	0.052	0.050
R7A2020_18535	0.051	0.044
R7A2020_18540	0.063	0.050
R7A2020_18545	0.054	0.048
R7A2020_18550	0.052	0.058
R7A2020_18555	0.058	0.044
R7A2020_18560	0.063	0.044
R7A2020_18565	0.049	0.046
R7A2020_18570	0.048	0.064
R7A2020_18575	0.049	0.056
R7A2020_18580	0.070	0.050
R7A2020_18585	0.015	0.013
R7A2020_18590	0.029	0.023
R7A2020_18595	0.000	0.000
R7A2020_18600	0.062	0.056
R7A2020_18605	0.060	0.050
R7A2020_18610	0.048	0.055
R7A2020_18615	0.060	0.069
R7A2020_18620	0.058	0.052
R7A2020_18625	0.055	0.053
R7A2020_18630	0.058	0.054
R7A2020_18635	0.041	0.048
R7A2020_18640	0.053	0.061
R7A2020_18645	0.059	0.055
R7A2020_18650	0.023	0.031
R7A2020_18655	0.038	0.048
R7A2020_18660	0.033	0.036
R7A2020_18665	0.009	0.006
R7A2020_18670	0.049	0.056
R7A2020_18675	0.046	0.051
R7A2020_18680	0.065	0.048
R7A2020_18685	0.058	0.064
R7A2020_18690	0.059	0.030
R7A2020_18695	0.036	0.046
R7A2020_18700	0.044	0.043
R7A2020_18705	0.008	0.010
R7A2020_18710	0.014	0.012
R7A2020_18715	0.063	0.061
R7A2020_18720	0.057	0.052
R7A2020_18725	0.059	0.052
R7A2020_18730	0.049	0.053
R7A2020_18735	0.035	0.048
R7A2020_18740	0.005	0.008
R7A2020_18745	0.073	0.065
R7A2020_18750	0.034	0.039
R7A2020_18755	0.051	0.063
R7A2020_18760	0.015	0.010
R7A2020_18760	0.015	0.010
R7A2020_18760	0.015	0.010
R7A2020_18765	0.048	0.038
R7A2020_18770	0.073	0.063
R7A2020_18775	0.043	0.040
R7A2020_18780	0.038	0.040
R7A2020_18785	0.050	0.045
R7A2020_18790	0.031	0.017
R7A2020_18795	0.029	0.031
R7A2020_18800	0.061	0.034
R7A2020_18805	0.048	0.043
R7A2020_18810	0.050	0.049
R7A2020_18815	0.062	0.050
R7A2020_18820	0.041	0.064
R7A2020_18825	0.046	0.048
R7A2020_18830	0.054	0.042
R7A2020_18835	0.045	0.039
R7A2020_18840	0.074	0.064
R7A2020_18845	0.059	0.042
R7A2020_18850	0.071	0.076
R7A2020_18855	0.060	0.057
R7A2020_18860	0.053	0.056
R7A2020_18865	0.073	0.063
R7A2020_18870	0.070	0.049
R7A2020_18875	0.041	0.050
R7A2020_18880	0.056	0.068
R7A2020_18885	0.063	0.073
R7A2020_18890	0.063	0.064
R7A2020_18895	0.049	0.053
R7A2020_18900	0.056	0.058
R7A2020_18905	0.067	0.057
R7A2020_18910	0.050	0.036
R7A2020_18915	0.000	0.015
R7A2020_18920	0.046	0.065
R7A2020_18925	0.002	0.000
R7A2020_18930	0.002	0.011
R7A2020_18935	0.028	0.021
R7A2020_18940	0.049	0.045
R7A2020_18945	0.064	0.048
R7A2020_18950	0.059	0.050
R7A2020_18955	0.047	0.055
R7A2020_18960	0.067	0.067
R7A2020_18965	0.000	0.000
R7A2020_18970	0.025	0.014
R7A2020_18975	0.000	0.000
R7A2020_18980	0.069	0.049
R7A2020_18985	0.032	0.048
R7A2020_18990	0.012	0.020
R7A2020_18990	0.012	0.020
R7A2020_18995	0.070	0.066
R7A2020_19000	0.041	0.054
R7A2020_19005	0.054	0.058
R7A2020_19010	0.061	0.063
R7A2020_19015	0.042	0.051
R7A2020_19020	0.047	0.046
R7A2020_19025	0.032	0.029
R7A2020_19030	0.052	0.046
R7A2020_19035	0.047	0.054
R7A2020_19040	0.066	0.049
R7A2020_19045	0.046	0.035
R7A2020_19050	0.090	0.045
R7A2020_19055	0.026	0.000
R7A2020_19055	0.026	0.000
R7A2020_19055	0.026	0.000
R7A2020_19060	0.041	0.052
R7A2020_19065	0.050	0.054
R7A2020_19070	0.002	0.000
R7A2020_19075	0.000	0.000
R7A2020_19080	0.048	0.037
R7A2020_19085	0.056	0.047
R7A2020_19090	0.000	0.001
R7A2020_19095	0.037	0.035
R7A2020_19100	0.059	0.046
R7A2020_19105	0.038	0.030
R7A2020_19110	0.040	0.032
R7A2020_19115	0.056	0.066
R7A2020_19120	0.030	0.039
R7A2020_19125	0.052	0.048
R7A2020_19130	0.013	0.021
R7A2020_19135	0.015	0.027
R7A2020_19140	0.057	0.062
R7A2020_19145	0.032	0.047
R7A2020_19150	0.064	0.063
R7A2020_19155	0.060	0.070
R7A2020_19160	0.048	0.041
R7A2020_19165	0.014	0.000
R7A2020_19170	0.046	0.038
R7A2020_19175	0.000	0.000
R7A2020_19180	0.001	0.002
R7A2020_19185	0.076	0.067
R7A2020_19190	0.047	0.041
R7A2020_19195	0.075	0.065
R7A2020_19200	0.000	0.002
R7A2020_19205	0.026	0.061
R7A2020_19210	0.031	0.008
R7A2020_19215	0.000	0.000
R7A2020_19220	0.045	0.009
R7A2020_19225	0.015	0.022
R7A2020_19230	0.063	0.044
R7A2020_19235	0.053	0.045
R7A2020_19240	0.041	0.041
R7A2020_19245	0.015	0.025
R7A2020_19250	0.012	0.018
R7A2020_19250	0.012	0.018
R7A2020_19255	0.000	0.000
R7A2020_19260	0.024	0.024
R7A2020_19265	0.035	0.047
R7A2020_19270	0.038	0.030
R7A2020_19275	0.058	0.061
R7A2020_19280	0.052	0.023
R7A2020_19285	0.000	0.000
R7A2020_19290	0.041	0.047
R7A2020_19295	0.085	0.052
R7A2020_19300	0.051	0.041
R7A2020_19305	0.077	0.073
R7A2020_19310	0.061	0.049
R7A2020_19315	0.050	0.043
R7A2020_19320	0.065	0.045
R7A2020_19325	0.040	0.030
R7A2020_19330	0.047	0.037
R7A2020_19335	0.030	0.025
R7A2020_19340	0.038	0.053
R7A2020_19345	0.030	0.040
R7A2020_19350	0.044	0.040
R7A2020_19355	0.041	0.048
R7A2020_19360	0.030	0.036
R7A2020_19365	0.032	0.036
R7A2020_19370	0.033	0.043
R7A2020_19375	0.065	0.065
R7A2020_19380	0.038	0.047
R7A2020_19385	0.038	0.041
R7A2020_19390	0.055	0.052
R7A2020_19395	0.055	0.051
R7A2020_19400	0.007	0.014
R7A2020_19405	0.053	0.050
R7A2020_19410	0.014	0.035
R7A2020_19415	0.045	0.045
R7A2020_19420	0.024	0.012
R7A2020_19425	0.050	0.047
R7A2020_19430	0.004	0.000
R7A2020_19435	0.031	0.054
R7A2020_19440	0.036	0.048
R7A2020_19445	0.047	0.041
R7A2020_19450	0.040	0.037
R7A2020_19455	0.042	0.027
R7A2020_19460	0.037	0.046
R7A2020_19465	0.055	0.044
R7A2020_19470	0.046	0.037
R7A2020_19475	0.000	0.000
R7A2020_19480	0.000	0.000
R7A2020_19485	0.000	0.000
R7A2020_19490	0.006	0.000
R7A2020_19495	0.000	0.000
R7A2020_19500	0.000	0.000
R7A2020_19505	0.000	0.000
R7A2020_19510	0.000	0.000
R7A2020_19515	0.000	0.000
R7A2020_19520	0.000	0.000
R7A2020_19525	0.000	0.000
R7A2020_19530	0.000	0.000
R7A2020_19535	0.000	0.000
R7A2020_19540	0.000	0.000
R7A2020_19545	0.000	0.000
R7A2020_19550	0.000	0.000
R7A2020_19555	0.000	0.000
R7A2020_19560	0.000	0.000
R7A2020_19565	0.000	0.000
R7A2020_19570	0.000	0.000
R7A2020_19575	0.000	0.000
R7A2020_19580	0.000	0.000
R7A2020_19585	0.000	0.000
R7A2020_19590	0.000	0.000
R7A2020_19595	0.000	0.000
R7A2020_19600	0.000	0.000
R7A2020_19605	0.000	0.000
R7A2020_19610	0.028	0.029
R7A2020_19615	0.000	0.000
R7A2020_19620	0.000	0.000
R7A2020_19625	0.000	0.000
R7A2020_19630	0.050	0.033
R7A2020_19635	0.044	0.041
R7A2020_19640	0.061	0.065
R7A2020_19645	0.032	0.023
R7A2020_19650	0.000	0.000
R7A2020_19655	0.000	0.000
R7A2020_19660	0.000	0.000
R7A2020_19665	0.000	0.000
R7A2020_19670	0.000	0.000
R7A2020_19675	0.000	0.000
R7A2020_19680	0.000	0.000
R7A2020_19685	0.000	0.000
R7A2020_19690	0.000	0.000
R7A2020_19695	0.040	0.034
R7A2020_19700	0.051	0.044
R7A2020_19705	0.041	0.045
R7A2020_19710	0.062	0.060
R7A2020_19715	0.067	0.042
R7A2020_19720	0.054	0.054
R7A2020_19725	0.055	0.016
R7A2020_19730	0.000	0.000
R7A2020_19735	0.000	0.000
R7A2020_19740	0.048	0.043
R7A2020_19745	0.060	0.056
R7A2020_19750	0.057	0.044
R7A2020_19755	0.055	0.057
R7A2020_19760	0.050	0.041
R7A2020_19765	0.040	0.046
R7A2020_19770	0.042	0.073
R7A2020_19775	0.080	0.034
R7A2020_19780	0.056	0.035
R7A2020_19785	0.000	0.000
R7A2020_19790	0.053	0.044
R7A2020_19795	0.062	0.062
R7A2020_19800	0.063	0.054
R7A2020_19805	0.069	0.063
R7A2020_19810	0.073	0.051
R7A2020_19815	0.047	0.044
R7A2020_19820	0.043	0.041
R7A2020_19825	0.133	0.072
R7A2020_19830	0.044	0.052
R7A2020_19835	0.054	0.054
R7A2020_19840	0.073	0.054
R7A2020_19845	0.056	0.068
R7A2020_19850	0.070	0.052
R7A2020_19855	0.051	0.069
R7A2020_19860	0.079	0.067
R7A2020_19865	0.060	0.060
R7A2020_19870	0.042	0.053
R7A2020_19875	0.016	0.053
R7A2020_19880	0.000	0.000
R7A2020_19885	0.031	0.045
R7A2020_19890	0.048	0.048
R7A2020_19895	0.056	0.051
R7A2020_19900	0.044	0.054
R7A2020_19905	0.054	0.073
R7A2020_19910	0.001	0.000
R7A2020_19915	0.015	0.014
R7A2020_19920	0.054	0.034
R7A2020_19920	0.054	0.034
R7A2020_19925	0.010	0.012
R7A2020_19930	0.036	0.036
R7A2020_19935	0.067	0.069
R7A2020_19940	0.073	0.048
R7A2020_19945	0.065	0.044
R7A2020_19950	0.013	0.016
R7A2020_19950	0.013	0.016
R7A2020_19950	0.013	0.016
R7A2020_19955	0.000	0.000
R7A2020_19960	0.000	0.000
R7A2020_19965	0.046	0.044
R7A2020_19970	0.055	0.052
R7A2020_19975	0.018	0.026
R7A2020_19975	0.018	0.026
R7A2020_19980	0.003	0.006
R7A2020_19985	0.078	0.056
R7A2020_19990	0.041	0.062
